season,playerId,name,age,nationality,careerPhase,competitiveStatus,isHumanPlayer,isOnMainTour,isTourCardHolder,tourCardSource,tourCardYear,yearsRemaining,expiresAfterSeason,tourSurvivalStatus,seasonOpenWorldRank,seasonCloseWorldRank,normalizedWorldRank,rawWorldRankBeforeCap,worldRank,oneYearRank,amateurRank,qTourRank,qSchoolRank,seniorRank,previousWorldRank,rankChange,overall,potential,technicalAverage,mentalAverage,physicalAverage,effectiveMatchStrength,confidence,fatigue,reputation,seasonMatches,seasonWins,seasonLosses,seasonWinPercentage,seasonTitles,seasonMajorTitles,seasonWorldChampionshipEntries,seasonBestWorldChampionshipFinish,seasonMajorQuarterFinals,seasonMajorSemiFinals,seasonMajorFinals,seasonPrizeMoney,seasonRankingPoints,careerMatches,careerWins,careerLosses,careerWinPercentage,careerTitles,careerMajorTitles,careerPrizeMoney,totalRecord,youthRecord,amateurRecord,qTourRecord,qSchoolRecord,proQualifierRecord,rankingEventRecord,majorRecord,worldQualifyingRecord,worldMainDrawRecord,playersSeriesRecord,invitationalRecord,seniorRecord,exhibitionRecord,bestWorldRank,bestWorldChampionshipFinish,worldChampionshipMainDrawEligible,worldChampionshipMainDrawEntered,worldChampionshipQualifyingEntered,reasonSkippedWorldMainDraw,availableEventsCount,eligibleEventsCount,enteredEventsCount,rankingEventsEntered,qualifierEventsEntered,majorEventsEntered,invitationalsEntered,playersSeriesEntered,qTourEventsEntered,qSchoolEventsEntered,amateurEventsEntered,youthEventsEntered,seniorEventsEntered,skippedEligibleEventsCount,skippedCoreEventsCount,skippedReasonSummary,eventAccessBand,eventVolumeBandStatus,eventVolumeWarnings,calendarValidationWarnings,tourCardValidAtSeasonOpen,tourCardValidAtSeasonClose,lifecycleCorrectionApplied,rankCapApplied,recentSeasonWins,twoYearWins,twoYearPrizeMoney,majorFinalsLastTwoYears,titlesLastTwoYears,rankingDecayApplied,stalledReason,expectedCircuit,actualCircuit,warningFlags,invalidStateReasons,validTourStatus,validEventAccess,invalidAccessReason
2055/56,human-elliot-vance,Elliot Vance,80,England,Retired,Retired,true,false,false,,0,0,,Amateur,999,999,999,999,999,,,,,5,999,0,58,58,57,85,1,80,99,0,100,0,0,0,0,0,0,0,No main draw win,0,0,0,0,0,188,76,112,40.42553191489361,0,0,1038400,"{""matches"":188,""wins"":76,""losses"":112,""draws"":0,""winPercentage"":40.42553191489361,""eventsEntered"":112,""titles"":0,""finals"":6,""prizeMoney"":1038400,""points"":539}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":188,""wins"":76,""losses"":112,""draws"":0,""winPercentage"":40.42553191489361,""eventsEntered"":112,""titles"":0,""finals"":6,""prizeMoney"":1038400,""points"":539}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}",999,No main draw win,false,false,false,,104,14,0,0,0,0,0,0,0,0,0,0,0,14,0,14 eligible events not entered,Senior/Legend,too low,,,false,false,false,false,0,0,0,0,0,false,,amateur,senior,,,true,true,
2055/56,wp-arlo-dawes,Arlo Dawes,44,BEL,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,1,1,1,1,1,1,,,,,1,0,92,92,92,97,84,98,64,44,71,12,8,4,66.66666666666666,0,,,,,,,185000,1150,342,246,96,71.9298245614035,1,0,4994426,"{""matches"":342,""wins"":246,""losses"":96,""draws"":0,""winPercentage"":71.9298245614035,""eventsEntered"":0,""titles"":1,""finals"":0,""prizeMoney"":4994426,""points"":0}",,,,,,,,,,,,,,1,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,8,16,369711,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-a,Arlo Dawes A,44,BEL,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,2,2,2,2,2,2,,,,,2,0,93,93,93,98,85,99,64,41,75,11,7,4,63.63636363636363,0,,,,,,,166211,1033,331,232,99,70.09063444108762,3,0,5024201,"{""matches"":331,""wins"":232,""losses"":99,""draws"":0,""winPercentage"":70.09063444108762,""eventsEntered"":0,""titles"":3,""finals"":0,""prizeMoney"":5024201,""points"":0}",,,,,,,,,,,,,,2,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,15,350633,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-b,Arlo Dawes B,41,BEL,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,3,3,3,3,3,3,,,,,3,0,92,92,93,97,85,99,66,37,70,11,7,4,63.63636363636363,0,,,,,,,165922,1031,305,222,83,72.78688524590164,2,0,4631366,"{""matches"":305,""wins"":222,""losses"":83,""draws"":0,""winPercentage"":72.78688524590164,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":4631366,""points"":0}",,,,,,,,,,,,,,3,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,368555,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-c,Arlo Dawes C,41,BEL,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,4,4,4,4,4,4,,,,,4,0,92,92,93,97,85,99,66,37,70,11,7,4,63.63636363636363,0,,,,,,,165633,1030,288,208,80,72.22222222222221,2,0,4624719,"{""matches"":288,""wins"":208,""losses"":80,""draws"":0,""winPercentage"":72.22222222222221,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":4624719,""points"":0}",,,,,,,,,,,,,,4,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,367977,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-d,Arlo Dawes D,41,BEL,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,5,5,5,5,5,5,,,,,5,0,92,92,93,97,85,99,66,37,70,11,7,4,63.63636363636363,0,,,,,,,165344,1028,288,208,80,72.22222222222221,2,0,4599572,"{""matches"":288,""wins"":208,""losses"":80,""draws"":0,""winPercentage"":72.22222222222221,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":4599572,""points"":0}",,,,,,,,,,,,,,5,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,367399,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-e,Arlo Dawes E,39,THA,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,6,6,6,6,6,6,,,,,6,0,91,91,92,95,85,99,68,34,66,11,7,4,63.63636363636363,0,,,,,,,165055,1026,281,200,81,71.17437722419929,2,0,3970854,"{""matches"":281,""wins"":200,""losses"":81,""draws"":0,""winPercentage"":71.17437722419929,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3970854,""points"":0}",,,,,,,,,,,,,,6,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,366821,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-f,Arlo Dawes F,36,THA,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,7,7,7,7,7,7,,,,,7,0,91,91,93,95,87,99,69,29,62,11,7,4,63.63636363636363,0,,,,,,,164766,1024,264,188,76,71.21212121212122,2,0,3362956,"{""matches"":264,""wins"":188,""losses"":76,""draws"":0,""winPercentage"":71.21212121212122,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3362956,""points"":0}",,,,,,,,,,,,,,7,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,366243,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-g,Arlo Dawes G,36,THA,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,8,8,8,8,8,8,,,,,8,0,91,91,93,95,87,99,69,29,63,11,7,4,63.63636363636363,0,,,,,,,164477,1022,238,170,68,71.42857142857143,2,0,3577145,"{""matches"":238,""wins"":170,""losses"":68,""draws"":0,""winPercentage"":71.42857142857143,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3577145,""points"":0}",,,,,,,,,,,,,,8,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,365665,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-h,Arlo Dawes H,33,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,9,9,9,9,9,9,,,,,9,0,91,91,93,94,88,99,69,27,60,11,7,4,63.63636363636363,0,,,,,,,164188,1021,202,145,57,71.78217821782178,2,0,3027058,"{""matches"":202,""wins"":145,""losses"":57,""draws"":0,""winPercentage"":71.78217821782178,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3027058,""points"":0}",,,,,,,,,,,,,,9,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,16,365086,,0,false,,mainTour,mainTour,,,true,true,
2055/56,wp-arlo-dawes-i,Arlo Dawes I,33,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,10,10,10,10,10,10,,,,,10,0,91,91,93,94,88,99,69,27,60,11,7,4,63.63636363636363,0,,,,,,,163898,1019,193,137,56,70.98445595854922,2,0,3004222,"{""matches"":193,""wins"":137,""losses"":56,""draws"":0,""winPercentage"":70.98445595854922,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3004222,""points"":0}",,,,,,,,,,,,,,10,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,15,346007,,0,false,,mainTour,mainTour,,,true,true,
