season,playerId,name,age,nationality,careerPhase,competitiveStatus,isHumanPlayer,isOnMainTour,isTourCardHolder,tourCardSource,tourCardYear,yearsRemaining,expiresAfterSeason,tourSurvivalStatus,seasonOpenWorldRank,seasonCloseWorldRank,normalizedWorldRank,rawWorldRankBeforeCap,worldRank,oneYearRank,amateurRank,qTourRank,qSchoolRank,seniorRank,previousWorldRank,rankChange,overall,potential,technicalAverage,mentalAverage,physicalAverage,effectiveMatchStrength,confidence,fatigue,reputation,seasonMatches,seasonWins,seasonLosses,seasonWinPercentage,seasonTitles,seasonMajorTitles,seasonWorldChampionshipEntries,seasonBestWorldChampionshipFinish,seasonMajorQuarterFinals,seasonMajorSemiFinals,seasonMajorFinals,seasonPrizeMoney,seasonRankingPoints,careerMatches,careerWins,careerLosses,careerWinPercentage,careerTitles,careerMajorTitles,careerPrizeMoney,totalRecord,youthRecord,amateurRecord,qTourRecord,qSchoolRecord,proQualifierRecord,rankingEventRecord,majorRecord,worldQualifyingRecord,worldMainDrawRecord,playersSeriesRecord,invitationalRecord,seniorRecord,exhibitionRecord,bestWorldRank,bestWorldChampionshipFinish,worldChampionshipMainDrawEligible,worldChampionshipMainDrawEntered,worldChampionshipQualifyingEntered,reasonSkippedWorldMainDraw,availableEventsCount,eligibleEventsCount,enteredEventsCount,rankingEventsEntered,qualifierEventsEntered,majorEventsEntered,invitationalsEntered,playersSeriesEntered,qTourEventsEntered,qSchoolEventsEntered,amateurEventsEntered,youthEventsEntered,seniorEventsEntered,skippedEligibleEventsCount,skippedCoreEventsCount,skippedReasonSummary,eventAccessBand,eventVolumeBandStatus,eventVolumeWarnings,calendarValidationWarnings,tourCardValidAtSeasonOpen,tourCardValidAtSeasonClose,lifecycleCorrectionApplied,rankCapApplied,recentSeasonWins,twoYearWins,twoYearPrizeMoney,majorFinalsLastTwoYears,titlesLastTwoYears,rankingDecayApplied,stalledReason,expectedCircuit,actualCircuit,warningFlags,invalidStateReasons,validTourStatus,validEventAccess,invalidAccessReason
2048/49,human-elliot-vance,Elliot Vance,73,England,Senior,Senior Tour / Legend Circuit,true,false,false,,0,0,,Amateur,999,999,999,999,999,,,,,2,999,0,59,59,58,83,5,81,99,0,100,6,2,4,33.33333333333333,0,0,0,No main draw win,0,0,0,24000,16,161,69,92,42.857142857142854,0,0,944800,"{""matches"":161,""wins"":69,""losses"":92,""draws"":0,""winPercentage"":42.857142857142854,""eventsEntered"":92,""titles"":0,""finals"":6,""prizeMoney"":944800,""points"":472}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}","{""matches"":161,""wins"":69,""losses"":92,""draws"":0,""winPercentage"":42.857142857142854,""eventsEntered"":92,""titles"":0,""finals"":6,""prizeMoney"":944800,""points"":472}","{""matches"":0,""wins"":0,""losses"":0,""draws"":0,""winPercentage"":0,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":0,""points"":0}",999,No main draw win,false,false,false,,104,14,4,0,0,0,0,0,0,0,0,0,4,10,0,10 eligible events not entered,Senior/Legend,too low,,,false,false,false,false,2,0,0,0,0,false,,amateur,senior,,,true,true,
2048/49,wp-bartosz-urban,Bartosz Urban,45,ITA,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,1,1,1,1,1,25,,,,,1,0,90,90,90,93,82,96,57,37,65,9,5,4,55.55555555555556,0,,,,,,,123141,765,248,170,78,68.54838709677419,0,0,4355216,"{""matches"":248,""wins"":170,""losses"":78,""draws"":0,""winPercentage"":68.54838709677419,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":4355216,""points"":0}",,,,,,,,,,,,,,1,,true,true,false,,104,21,15,8,0,6,7,1,0,0,0,0,0,6,6,estimated from season exits versus eligible schedule | 6 eligible events not entered,Top 16,normal,,,true,true,false,false,5,10,245993,,0,false,,mainTour,mainTour,top4-low-wins-no-results,,true,true,
2048/49,wp-dylan-forster,Dylan Forster,46,PAK,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,2,2,2,2,2,30,,,,,2,0,90,90,90,92,81,95,56,39,61,9,5,4,55.55555555555556,0,,,,,,,121406,755,214,141,73,65.88785046728972,0,0,3658146,"{""matches"":214,""wins"":141,""losses"":73,""draws"":0,""winPercentage"":65.88785046728972,""eventsEntered"":0,""titles"":0,""finals"":0,""prizeMoney"":3658146,""points"":0}",,,,,,,,,,,,,,2,,true,true,false,,104,21,15,8,0,6,7,1,0,0,0,0,0,6,6,estimated from season exits versus eligible schedule | 6 eligible events not entered,Top 16,normal,,,true,true,false,false,5,11,260734,,0,false,,mainTour,mainTour,top4-low-wins-no-results,,true,true,
2048/49,wp-adrian-janssen,Adrian Janssen,44,NIR,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,6,6,3,6,3,1,,,,,6,3,91,91,91,93,82,97,65,47,55,13,9,4,69.23076923076923,0,,,,,,,203500,1265,221,155,66,70.13574660633483,1,0,2421477,"{""matches"":221,""wins"":155,""losses"":66,""draws"":0,""winPercentage"":70.13574660633483,""eventsEntered"":0,""titles"":1,""finals"":0,""prizeMoney"":2421477,""points"":0}",,,,,,,,,,,,,,6,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,9,17,388500,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-adrian-petrov,Adrian Petrov,50,WAL,Veteran,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,7,7,4,7,4,2,,,,,7,3,90,90,89,93,78,92,56,57,63,13,8,5,61.53846153846154,0,,,,,,,184711,1148,297,206,91,69.36026936026936,1,0,3858697,"{""matches"":297,""wins"":206,""losses"":91,""draws"":0,""winPercentage"":69.36026936026936,""eventsEntered"":0,""titles"":1,""finals"":0,""prizeMoney"":3858697,""points"":0}",,,,,,,,,,,,,,7,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,8,16,369422,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-arlo-dawes,Arlo Dawes,37,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,8,8,5,8,5,3,,,,,8,3,91,91,92,95,86,99,68,31,62,11,7,4,63.63636363636363,0,,,,,,,165922,1031,258,189,69,73.25581395348837,1,0,3683527,"{""matches"":258,""wins"":189,""losses"":69,""draws"":0,""winPercentage"":73.25581395348837,""eventsEntered"":0,""titles"":1,""finals"":0,""prizeMoney"":3683527,""points"":0}",,,,,,,,,,,,,,8,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,7,17,387344,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-arlo-dawes-a,Arlo Dawes A,37,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,9,9,6,9,6,4,,,,,9,3,91,91,92,96,86,99,74,33,64,12,9,3,75,0,,,,,,,202633,1260,247,175,72,70.8502024291498,2,0,3641325,"{""matches"":247,""wins"":175,""losses"":72,""draws"":0,""winPercentage"":70.8502024291498,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3641325,""points"":0}",,,,,,,,,,,,,,9,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,9,17,386766,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-arlo-dawes-b,Arlo Dawes B,34,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,10,10,7,10,7,5,,,,,10,3,91,92,93,95,87,99,74,30,61,12,9,3,75,0,,,,,,,202344,1258,221,162,59,73.30316742081448,2,0,3269013,"{""matches"":221,""wins"":162,""losses"":59,""draws"":0,""winPercentage"":73.30316742081448,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3269013,""points"":0}",,,,,,,,,,,,,,10,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,9,17,386188,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-arlo-dawes-c,Arlo Dawes C,34,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,11,11,8,11,8,6,,,,,11,3,91,91,93,95,87,99,74,30,61,12,9,3,75,0,,,,,,,202055,1256,204,148,56,72.54901960784314,2,0,3264389,"{""matches"":204,""wins"":148,""losses"":56,""draws"":0,""winPercentage"":72.54901960784314,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3264389,""points"":0}",,,,,,,,,,,,,,11,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,9,17,385610,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-arlo-dawes-d,Arlo Dawes D,34,BEL,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,12,12,9,12,9,7,,,,,12,3,91,91,93,95,87,99,74,30,61,12,9,3,75,0,,,,,,,201766,1254,204,148,56,72.54901960784314,2,0,3241265,"{""matches"":204,""wins"":148,""losses"":56,""draws"":0,""winPercentage"":72.54901960784314,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":3241265,""points"":0}",,,,,,,,,,,,,,12,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,9,17,385032,,0,false,,mainTour,mainTour,,,true,true,
2048/49,wp-arlo-dawes-e,Arlo Dawes E,32,THA,Established,Top 16 Elite Player,false,true,true,Ranking Retained,0,0,,Top 16,13,13,10,13,10,8,,,,,13,3,90,90,92,93,87,99,74,30,57,12,9,3,75,0,,,,,,,201477,1252,197,141,56,71.57360406091371,2,0,2633070,"{""matches"":197,""wins"":141,""losses"":56,""draws"":0,""winPercentage"":71.57360406091371,""eventsEntered"":0,""titles"":2,""finals"":0,""prizeMoney"":2633070,""points"":0}",,,,,,,,,,,,,,13,,true,true,false,,104,23,15,8,0,7,7,3,0,0,0,0,0,8,8,estimated from season exits versus eligible schedule | 8 eligible events not entered,Top 16,normal,,,true,true,false,false,9,17,384454,,0,false,,mainTour,mainTour,,,true,true,
