case,age,date,overall,potential,cash,card,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age12-start-club-junior-104729-30y,24,2038-06-30,82,96,92151.16,True,82.05,90.62,94.1,89.6,74.39,89.83,92.63,83.89,74.19,51.29,67.18,65.09,69.82,69.01,65.36
age12-start-club-junior-104729-30y,25,2039-06-30,84,97,185786.15,False,83.84,91.57,94.86,91.08,76.19,91.11,93.61,85.69,76.08,52.67,68.68,65.84,70.38,69.73,66.3
age12-start-club-junior-104729-30y,26,2040-06-30,85,98,226477.44,False,85.52,92.44,95.51,92.23,78.02,92.11,94.39,87.12,77.78,53.93,70.12,66.56,70.92,70.47,67.2
age12-start-club-junior-104729-30y,27,2041-06-30,86,99,262924.06,True,86.74,93.08,95.97,93.08,79.45,92.85,94.95,88.19,79.17,54.97,71.14,67.07,71.3,71.06,67.84
age12-start-club-junior-104729-30y,28,2042-06-30,87,99,344258.2,True,87.74,93.65,96.39,93.91,80.81,93.57,95.47,89.24,80.63,56.1,72.15,67.58,71.68,71.6,68.47
age12-start-club-junior-104729-30y,29,2043-06-30,87,99,530853.0,True,88.65,94.15,96.77,94.67,82.11,94.25,95.96,90.23,82.03,57.26,73.36,68.18,72.13,72.15,69.22
age12-start-club-junior-104729-30y,30,2044-06-30,88,99,660423.91,True,89.64,94.68,97.09,95.16,83.33,94.74,96.35,90.99,83.13,58.24,74.46,68.73,72.55,72.75,69.91
age12-start-club-junior-104729-30y,31,2045-06-30,89,99,1061465.21,True,90.49,95.16,97.44,95.77,84.49,95.27,96.72,91.77,84.35,59.33,75.54,69.27,72.95,73.33,70.59
age12-start-club-junior-104729-30y,32,2046-06-30,89,99,1230016.13,True,91.22,95.56,97.75,96.24,85.51,95.75,97.07,92.54,85.51,60.47,76.48,69.74,73.3,73.88,71.17
age12-start-club-junior-104729-30y,33,2047-06-30,90,99,1595053.38,True,91.77,95.83,97.99,96.55,86.29,96.07,97.32,93.03,86.28,61.29,77.45,70.23,73.67,74.32,71.78
age12-start-club-junior-104729-30y,34,2048-06-30,90,99,1801214.46,True,92.36,96.14,98.26,96.85,87.07,96.37,97.58,93.5,87.03,62.12,78.33,70.66,74.0,74.81,72.33
age12-start-club-junior-104729-30y,35,2049-06-30,91,94,2840067.81,True,92.79,96.39,98.51,97.15,87.71,96.63,97.8,93.91,87.72,62.91,79.12,71.06,74.29,75.2,72.82
age12-start-club-junior-104729-30y,36,2050-06-30,91,94,3742505.95,True,92.79,96.39,98.51,97.15,87.71,96.63,97.8,93.91,87.72,62.91,79.12,71.06,74.29,75.2,72.82
age12-start-club-junior-104729-30y,37,2051-06-30,91,94,4957507.36,True,92.79,96.39,98.51,97.15,87.71,96.63,97.8,93.91,87.72,62.91,79.12,71.06,74.29,75.2,72.82
age12-start-club-junior-104729-30y,38,2052-06-30,91,94,5800441.88,True,92.79,96.39,98.51,97.15,87.71,96.63,97.8,93.91,87.72,62.91,79.12,71.06,74.29,75.2,72.82
age12-start-club-junior-104729-30y,39,2053-06-30,91,94,6527880.84,True,92.79,96.39,98.51,97.15,87.71,96.63,97.8,93.91,87.72,62.91,79.12,71.06,74.29,75.2,72.82
age12-start-club-junior-104729-30y,40,2054-06-30,91,91,7727402.47,True,92.79,96.39,98.51,97.15,87.71,96.63,97.8,93.91,87.72,62.91,79.12,71.06,74.29,75.2,72.82
age12-start-club-junior-104729-30y,41,2055-06-30,90,90,8523352.43,True,92.07,95.62,97.7,96.72,87.35,96.63,97.8,93.91,87.72,62.91,77.81,70.37,73.14,74.44,71.72
age12-start-club-junior-104729-30y,42,2056-06-30,90,90,8969440.83,True,91.19,94.67,96.71,96.19,86.92,96.63,97.8,93.91,87.72,62.91,76.25,69.54,71.76,73.51,70.39
age12-start-club-junior-130363-30y,12,2026-05-11,47,92,8000,False,41,52,51,34,40,44,48,41,40,25,41,52,60,55,49
age12-start-club-junior-130363-30y,13,2027-06-30,50,92,3643.9,False,44.75,56.1,55.84,39.58,43.01,48.53,52.6,44.95,43.2,27.38,43.1,53.05,60.79,56.25,50.31
age12-start-club-junior-130363-30y,14,2028-06-30,53,93,6327.2,False,47.89,59.27,59.92,43.85,45.73,52.27,56.71,48.25,45.87,29.31,45.34,54.17,61.63,57.32,51.71
age12-start-club-junior-130363-30y,15,2029-06-30,56,90,7170.46,False,51.54,62.95,64.33,48.41,48.67,56.21,60.92,51.72,48.53,31.43,47.41,55.21,62.4,58.56,53.01
age12-start-club-junior-130363-30y,16,2030-06-30,59,93,7904.26,False,54.76,66.46,68.94,54.02,51.43,60.37,65.09,55.25,51.28,33.66,49.54,56.27,63.2,59.68,54.34
age12-start-club-junior-130363-30y,17,2031-06-30,62,90,8273.21,False,57.95,69.83,73.12,58.86,54.08,64.42,69.23,58.79,54.01,35.82,51.54,57.27,63.95,60.76,55.59
age12-start-club-junior-130363-30y,18,2032-06-30,66,94,9131.06,False,62.28,74.26,78.46,64.52,57.58,69.07,74.15,62.85,57.31,38.27,54.5,58.75,65.06,62.22,57.44
age12-start-club-junior-130363-30y,19,2033-06-30,70,88,10673.38,False,66.18,78.71,83.52,70.39,60.99,74.21,79.65,67.38,61.02,40.94,56.89,59.94,65.96,63.55,58.93
age12-start-club-junior-130363-30y,20,2034-06-30,73,91,12481.33,False,70.05,82.68,87.39,76.62,64.32,79.35,84.32,71.88,64.63,43.67,59.25,61.12,66.84,64.88,60.4
age12-start-club-junior-130363-30y,21,2035-06-30,77,95,18721.95,False,73.86,85.63,90.13,81.87,67.59,83.76,87.86,76.14,67.82,46.24,61.72,62.36,67.77,66.21,61.95
age12-start-club-junior-130363-30y,22,2036-06-30,80,94,21888.5,False,78.06,88.27,92.35,86.12,71.03,87.1,90.52,80.17,70.98,48.65,64.79,63.9,68.92,67.64,63.87
age12-start-club-junior-130363-30y,23,2037-06-30,81,95,32833.14,False,80.21,89.58,93.3,87.87,72.76,88.6,91.7,82.24,72.72,49.96,65.99,64.5,69.37,68.36,64.62
age12-start-club-junior-130363-30y,24,2038-06-30,82,96,53198.45,True,82.0,90.58,94.1,89.51,74.39,89.9,92.69,84.03,74.44,51.23,67.3,65.15,69.86,69.01,65.44
age12-start-club-junior-130363-30y,25,2039-06-30,83,96,128360.79,True,83.72,91.48,94.83,90.91,76.12,91.12,93.62,85.75,76.25,52.54,68.75,65.87,70.41,69.7,66.34
age12-start-club-junior-130363-30y,26,2040-06-30,85,98,249263.16,True,85.41,92.34,95.47,92.08,77.92,92.13,94.4,87.18,77.99,53.79,70.14,66.57,70.93,70.43,67.21
age12-start-club-junior-130363-30y,27,2041-06-30,86,99,392508.91,True,86.7,93.08,95.98,93.03,79.44,92.93,95.0,88.33,79.46,54.93,71.21,67.1,71.33,71.06,67.88
age12-start-club-junior-130363-30y,28,2042-06-30,86,99,835535.78,True,87.67,93.62,96.36,93.77,80.72,93.59,95.49,89.3,80.8,55.97,72.17,67.59,71.69,71.58,68.48
age12-start-club-junior-130363-30y,29,2043-06-30,87,99,1872642.2,True,88.53,94.07,96.71,94.45,81.91,94.19,95.94,90.2,82.08,57.01,73.3,68.15,72.11,72.08,69.19
age12-start-club-junior-130363-30y,30,2044-06-30,88,99,2708278.07,True,89.48,94.56,97.01,94.96,83.1,94.69,96.31,90.94,83.21,57.94,74.39,68.7,72.52,72.65,69.87
age12-start-club-junior-130363-30y,31,2045-06-30,88,99,3503495.15,True,90.19,94.96,97.29,95.44,84.09,95.14,96.64,91.63,84.25,58.86,75.29,69.15,72.86,73.13,70.43
age12-start-club-junior-130363-30y,32,2046-06-30,89,99,4727222.39,True,90.85,95.32,97.56,95.86,85.04,95.59,96.97,92.34,85.35,59.86,76.13,69.57,73.17,73.6,70.96
age12-start-club-junior-130363-30y,33,2047-06-30,90,99,5482565.23,True,91.44,95.62,97.81,96.21,85.87,95.94,97.25,92.89,86.19,60.73,77.1,70.05,73.54,74.06,71.56
age12-start-club-junior-130363-30y,34,2048-06-30,90,99,5981929.72,True,92.01,95.92,98.05,96.48,86.61,96.2,97.47,93.3,86.84,61.44,77.94,70.47,73.85,74.51,72.09
age12-start-club-junior-130363-30y,35,2049-06-30,90,94,6441274.6,True,92.43,96.15,98.26,96.76,87.21,96.45,97.67,93.68,87.46,62.14,78.63,70.81,74.11,74.88,72.52
age12-start-club-junior-130363-30y,36,2050-06-30,90,94,7014072.34,True,92.43,96.15,98.26,96.76,87.21,96.45,97.67,93.68,87.46,62.14,78.63,70.81,74.11,74.88,72.52
age12-start-club-junior-130363-30y,37,2051-06-30,90,94,7424821.05,True,92.43,96.15,98.26,96.76,87.21,96.45,97.67,93.68,87.46,62.14,78.63,70.81,74.11,74.88,72.52
age12-start-club-junior-130363-30y,38,2052-06-30,90,94,7794194.12,True,92.43,96.15,98.26,96.76,87.21,96.45,97.67,93.68,87.46,62.14,78.63,70.81,74.11,74.88,72.52
age12-start-club-junior-130363-30y,39,2053-06-30,90,94,8068454.74,True,92.43,96.15,98.26,96.76,87.21,96.45,97.67,93.68,87.46,62.14,78.63,70.81,74.11,74.88,72.52
age12-start-club-junior-130363-30y,40,2054-06-30,90,90,8309862.58,True,92.43,96.15,98.26,96.76,87.21,96.45,97.67,93.68,87.46,62.14,78.63,70.81,74.11,74.88,72.52
age12-start-club-junior-130363-30y,41,2055-06-30,90,90,8693707.6,True,91.61,95.27,97.34,96.26,86.81,96.45,97.67,93.68,87.46,62.14,77.16,70.04,72.8,74.01,71.26
age12-start-club-junior-130363-30y,42,2056-06-30,89,89,8971243.31,True,90.61,94.19,96.22,95.66,86.32,96.45,97.67,93.68,87.46,62.14,75.39,69.09,71.23,72.95,69.76
age12-start-club-junior-155921-50y,12,2026-05-11,47,92,8000,False,41,52,51,34,40,44,48,41,40,25,41,52,60,55,49
age12-start-club-junior-155921-50y,13,2027-06-30,50,92,961.56,False,44.76,56.23,56.16,40.23,43.12,48.95,52.97,45.3,43.34,27.65,43.18,53.09,60.82,56.27,50.36
age12-start-club-junior-155921-50y,14,2028-06-30,53,93,1136.4,False,47.92,59.48,60.38,44.87,45.87,52.93,57.23,48.79,46.11,29.74,45.44,54.22,61.67,57.36,51.78
age12-start-club-junior-155921-50y,15,2029-06-30,56,90,2415.66,False,51.67,63.15,64.73,49.28,48.84,56.76,61.35,52.15,48.7,31.8,47.59,55.3,62.47,58.62,53.12
age12-start-club-junior-155921-50y,16,2030-06-30,59,93,4744.71,False,54.84,66.58,69.11,54.42,51.51,60.68,65.34,55.5,51.3,33.91,49.68,56.34,63.25,59.71,54.42
age12-start-club-junior-155921-50y,17,2031-06-30,63,91,6778.48,False,57.81,69.61,72.9,58.64,54.0,64.52,69.38,58.92,53.87,35.96,51.58,57.29,63.97,60.73,55.61
age12-start-club-junior-155921-50y,18,2032-06-30,66,94,6805.04,False,62.14,74.04,78.29,64.54,57.52,69.33,74.39,63.09,57.28,38.48,54.55,58.78,65.08,62.18,57.47
age12-start-club-junior-155921-50y,19,2033-06-30,70,88,10188.98,False,66.04,78.47,83.36,70.4,60.92,74.45,79.88,67.61,60.97,41.14,56.95,59.97,65.98,63.51,58.97
age12-start-club-junior-155921-50y,20,2034-06-30,74,92,13158.26,False,69.92,82.47,87.25,76.64,64.25,79.59,84.51,72.11,64.58,43.87,59.3,61.15,66.86,64.84,60.44
age12-start-club-junior-155921-50y,21,2035-06-30,77,95,19055.32,False,73.8,85.55,90.12,82.15,67.59,84.04,88.04,76.43,67.84,46.49,61.82,62.41,67.81,66.19,62.01
age12-start-club-junior-155921-50y,22,2036-06-30,80,94,22146.45,False,78.0,88.27,92.32,86.1,71.0,87.19,90.62,80.3,70.81,48.83,64.82,63.91,68.93,67.62,63.89
age12-start-club-junior-155921-50y,23,2037-06-30,81,95,33321.99,False,80.25,89.64,93.33,88.02,72.82,88.73,91.81,82.41,72.6,50.2,66.14,64.57,69.43,68.38,64.71
age12-start-club-junior-155921-50y,24,2038-06-30,82,96,50736.31,False,82.06,90.66,94.15,89.73,74.47,90.1,92.83,84.3,74.44,51.53,67.46,65.23,69.92,69.03,65.54
age12-start-club-junior-155921-50y,25,2039-06-30,84,97,78729.71,True,83.95,91.62,94.88,91.01,76.33,91.26,93.75,85.95,76.25,52.83,68.85,65.93,70.44,69.79,66.41
age12-start-club-junior-155921-50y,26,2040-06-30,85,98,255259.12,True,85.65,92.43,95.48,91.97,78.12,92.17,94.48,87.27,77.87,53.96,70.27,66.63,70.97,70.53,67.29
age12-start-club-junior-155921-50y,27,2041-06-30,86,99,410180.36,True,86.87,93.14,95.96,92.88,79.56,92.89,95.02,88.29,79.23,54.99,71.33,67.16,71.37,71.13,67.96
age12-start-club-junior-155921-50y,28,2042-06-30,87,99,680776.26,True,87.87,93.7,96.38,93.7,80.93,93.61,95.55,89.35,80.71,56.11,72.32,67.66,71.75,71.67,68.58
age12-start-club-junior-155921-50y,29,2043-06-30,87,99,897555.62,True,88.81,94.23,96.75,94.45,82.21,94.27,96.03,90.33,82.09,57.28,73.46,68.23,72.17,72.23,69.29
age12-start-club-junior-155921-50y,30,2044-06-30,88,99,1167608.86,True,89.77,94.74,97.08,95.01,83.43,94.79,96.41,91.1,83.23,58.29,74.58,68.79,72.59,72.83,69.99
age12-start-club-junior-155921-50y,31,2045-06-30,89,99,1360554.31,True,90.61,95.21,97.43,95.63,84.59,95.3,96.77,91.86,84.41,59.37,75.68,69.34,73.01,73.41,70.68
age12-start-club-junior-155921-50y,32,2046-06-30,89,99,1479544.91,True,91.35,95.6,97.74,96.11,85.63,95.79,97.13,92.63,85.57,60.53,76.66,69.83,73.37,73.97,71.29
age12-start-club-junior-155921-50y,33,2047-06-30,90,99,2185182.98,True,91.93,95.9,98.0,96.45,86.44,96.11,97.39,93.13,86.36,61.37,77.64,70.32,73.74,74.44,71.9
age12-start-club-junior-155921-50y,34,2048-06-30,90,99,2835805.09,True,92.47,96.19,98.25,96.74,87.17,96.39,97.62,93.56,87.06,62.16,78.49,70.75,74.06,74.9,72.43
age12-start-club-junior-155921-50y,35,2049-06-30,91,94,3914171.17,True,92.91,96.45,98.52,97.07,87.83,96.66,97.86,93.99,87.78,63.01,79.3,71.15,74.36,75.32,72.94
age12-start-club-junior-155921-50y,36,2050-06-30,91,94,4609866.38,True,92.2,95.68,97.72,96.65,87.48,96.66,97.86,93.99,87.78,63.01,78.0,70.47,73.23,74.56,71.84
age12-start-club-junior-155921-50y,37,2051-06-30,90,94,5067688.78,True,91.33,94.75,96.75,96.12,87.05,96.66,97.86,93.99,87.78,63.01,76.45,69.65,71.86,73.64,70.52
age12-start-club-junior-155921-50y,38,2052-06-30,89,93,5256003.24,True,90.31,93.64,95.59,95.5,86.54,96.66,97.86,93.99,87.78,63.01,74.65,68.68,70.26,72.55,68.99
age12-start-club-junior-155921-50y,39,2053-06-30,88,92,5424042.12,True,89.11,92.36,94.26,94.76,85.93,96.66,97.86,93.99,87.78,63.01,72.61,67.55,68.46,71.3,67.25
age12-start-club-junior-155921-50y,40,2054-06-30,88,88,5781342.48,True,88.03,91.08,92.94,94.1,85.59,96.79,98.0,94.2,88.14,63.4,70.76,66.49,66.61,70.07,65.57
age12-start-club-junior-155921-50y,41,2055-06-30,87,88,5991799.21,True,86.5,89.44,91.23,93.14,84.8,96.79,98.0,94.2,88.14,63.4,68.29,65.07,64.42,68.5,63.45
age12-start-club-junior-155921-50y,42,2056-06-30,86,88,6214303.17,True,84.81,87.64,89.36,92.06,83.91,96.72,97.93,94.18,88.14,63.39,65.66,63.53,62.09,66.78,61.19
age12-start-club-junior-155921-50y,43,2057-06-30,85,87,6425510.13,True,82.98,85.68,87.32,90.87,82.92,96.57,97.76,94.12,88.14,63.36,62.91,61.85,59.63,64.93,58.8
age12-start-club-junior-155921-50y,44,2058-06-30,83,85,6584829.09,True,80.99,83.57,85.13,89.57,81.83,96.3,97.49,94.01,88.14,63.31,60.06,60.06,57.07,62.96,56.31
age12-start-club-junior-155921-50y,45,2059-06-30,82,82,6683020.65,True,78.87,81.3,82.77,88.13,80.64,95.9,97.08,93.86,88.14,63.24,57.14,58.16,54.43,60.87,53.74
age12-start-club-junior-155921-50y,46,2060-06-30,80,81,6764286.53,False,76.6,78.89,80.27,86.58,79.33,95.34,96.5,93.65,88.14,63.15,54.16,56.15,51.73,58.67,51.1
age12-start-club-junior-155921-50y,47,2061-06-30,79,80,6785907.68,False,74.19,76.34,77.64,84.89,77.91,94.59,95.74,93.36,88.14,63.01,51.16,54.06,48.99,56.38,48.43
age12-start-club-junior-155921-50y,48,2062-06-30,77,78,6803501.13,False,71.67,73.67,74.87,83.07,76.38,93.63,94.76,92.99,88.14,62.84,48.15,51.88,46.23,54.01,45.74
age12-start-club-junior-155921-50y,49,2063-06-30,75,76,6824923.18,False,69.02,70.87,71.98,81.11,74.73,92.43,93.53,92.51,88.14,62.63,45.17,49.62,43.48,51.57,43.04
age12-start-club-junior-155921-50y,50,2064-06-30,73,73,6848026.65,False,66.99,68.73,69.87,79.91,73.53,91.25,92.28,92.17,88.43,62.77,42.66,47.55,40.94,49.34,40.65
age12-start-club-junior-155921-50y,51,2065-06-30,71,71,6862344.01,False,64.13,65.72,66.76,77.68,71.64,89.48,90.47,91.45,88.43,62.44,39.76,45.21,38.27,46.81,38.02
age12-start-club-junior-155921-50y,52,2066-06-30,70,70,6873465.03,False,61.8,63.28,64.38,76.23,70.16,87.98,88.91,90.95,88.74,62.51,37.34,43.05,35.81,44.48,35.69
age12-start-club-junior-155921-50y,53,2067-06-30,68,68,6893745.82,False,59.42,60.79,61.88,74.57,68.55,86.37,87.26,90.38,89.05,62.53,34.93,40.84,33.38,42.12,33.38
age12-start-club-junior-155921-50y,54,2068-06-30,67,67,6915128.98,False,56.87,58.15,59.27,72.83,66.76,84.66,85.47,89.73,89.35,62.51,32.55,38.58,31.01,39.73,31.1
age12-start-club-junior-155921-50y,55,2069-06-30,65,65,6937869.53,False,54.14,55.32,56.47,70.81,64.77,82.84,83.59,89.01,89.65,62.44,30.19,36.29,28.68,37.31,28.85
age12-start-club-junior-155921-50y,56,2070-06-30,62,62,6951663.59,False,51.16,52.18,53.29,68.21,62.45,80.63,81.34,88.05,89.85,62.14,27.82,33.95,26.39,34.81,26.6
age12-start-club-junior-155921-50y,57,2071-06-30,60,60,6962201.45,False,48.22,49.12,50.12,65.42,60.04,78.27,78.95,86.96,90.03,61.75,25.55,31.63,24.21,32.39,24.46
age12-start-club-junior-155921-50y,58,2072-06-30,58,58,6969535.8,False,45.26,46.07,47.05,62.73,57.52,75.86,76.49,85.82,90.23,61.32,23.44,29.41,22.18,30.06,22.45
age12-start-club-junior-155921-50y,59,2073-06-30,56,56,6987616.52,False,42.34,43.07,44.0,59.89,54.94,73.34,73.94,84.61,90.43,60.85,21.45,27.26,20.28,27.82,20.56
age12-start-club-junior-155921-50y,60,2074-06-30,54,54,7006646.1,False,39.53,40.15,41.04,56.93,52.31,70.61,71.19,83.23,90.6,60.24,19.67,25.23,18.54,25.7,18.84
age12-start-club-junior-155921-50y,61,2075-06-30,52,52,7026401.27,False,36.84,37.38,38.2,53.94,49.65,67.77,68.33,81.76,90.77,59.56,17.97,23.28,16.9,23.69,17.21
age12-start-club-junior-155921-50y,62,2076-06-30,49,49,7052301.42,False,34.15,34.64,35.43,50.99,46.93,64.85,65.36,80.19,90.96,58.81,16.38,21.41,15.38,21.75,15.68
age15-start-national-youth-104729-30y,15,2026-05-11,63,97,8000,False,56,67,66,49,55,61,65,58,63,50,56,64,72,67,61
age15-start-national-youth-104729-30y,16,2027-06-30,66,99,4196.45,False,59.61,71.14,70.96,54.91,58.02,65.83,69.85,62.21,66.32,52.57,58.07,65.04,72.78,68.22,62.29
age15-start-national-youth-104729-30y,17,2028-06-30,69,97,5910.7,False,62.7,74.24,75.03,59.21,60.73,69.6,73.97,65.53,69.04,54.52,60.24,66.12,73.59,69.28,63.65
age15-start-national-youth-104729-30y,18,2029-06-30,73,99,8666.78,False,67.18,78.71,80.45,64.87,64.35,74.47,79.17,69.81,72.34,57.12,62.83,67.41,74.56,70.81,65.27
age15-start-national-youth-104729-30y,19,2030-06-30,76,94,9928.16,False,71.03,82.54,84.85,70.49,67.55,78.77,83.35,73.5,75.27,59.42,65.39,68.69,75.52,72.12,66.87
age15-start-national-youth-104729-30y,20,2031-06-30,80,98,11092.83,False,74.49,85.42,87.98,75.9,70.45,83.11,86.85,77.54,78.38,61.84,67.73,69.87,76.4,73.3,68.33
age15-start-national-youth-104729-30y,21,2032-06-30,81,99,11585.13,False,76.93,87.08,89.57,78.76,72.39,85.17,88.57,79.84,80.24,63.21,69.35,70.67,77.01,74.11,69.34
age15-start-national-youth-104729-30y,22,2033-06-30,83,97,13043.4,True,79.15,88.53,90.95,81.7,74.27,87.03,90.11,82.1,82.1,64.6,70.61,71.3,77.48,74.86,70.13
age15-start-national-youth-104729-30y,23,2034-06-30,85,99,78345.32,True,81.15,89.76,92.18,84.62,76.06,88.75,91.45,84.2,83.79,66.1,71.91,71.96,77.97,75.56,70.94
age15-start-national-youth-104729-30y,24,2035-06-30,86,99,295719.85,True,82.62,90.58,92.95,86.26,77.41,89.77,92.26,85.46,84.84,67.1,73.01,72.51,78.38,76.11,71.63
age15-start-national-youth-104729-30y,25,2036-06-30,87,99,485645.76,True,84.1,91.4,93.67,87.68,78.88,90.73,93.05,86.67,85.85,68.16,74.2,73.1,78.82,76.71,72.37
age15-start-national-youth-104729-30y,26,2037-06-30,88,99,761476.16,True,85.56,92.25,94.38,89.12,80.4,91.6,93.74,87.77,86.8,69.24,75.33,73.66,79.25,77.35,73.08
age15-start-national-youth-104729-30y,27,2038-06-30,88,99,1029401.08,True,86.69,92.93,94.98,90.52,81.73,92.48,94.4,88.89,87.79,70.42,76.32,74.16,79.62,77.9,73.7
age15-start-national-youth-104729-30y,28,2039-06-30,89,99,1312800.92,True,87.7,93.46,95.47,91.52,82.93,93.21,94.98,89.85,88.66,71.45,77.46,74.73,80.05,78.44,74.41
age15-start-national-youth-104729-30y,29,2040-06-30,90,99,1721304.4,True,88.61,93.93,95.86,92.23,83.97,93.71,95.4,90.52,89.29,72.25,78.43,75.21,80.41,78.95,75.02
age15-start-national-youth-104729-30y,30,2041-06-30,91,99,2296726.2,True,89.36,94.35,96.18,92.84,84.83,94.16,95.75,91.12,89.84,73.03,79.21,75.61,80.69,79.4,75.51
age15-start-national-youth-104729-30y,31,2042-06-30,91,99,2770250.96,True,89.95,94.69,96.47,93.43,85.56,94.59,96.08,91.7,90.37,73.84,79.92,75.96,80.95,79.79,75.95
age15-start-national-youth-104729-30y,32,2043-06-30,91,99,3165522.36,True,90.51,95.01,96.73,93.99,86.26,94.97,96.37,92.23,90.84,74.64,80.76,76.39,81.25,80.19,76.48
age15-start-national-youth-104729-30y,33,2044-06-30,92,99,3458784.18,True,91.13,95.35,96.98,94.45,86.97,95.34,96.66,92.73,91.3,75.44,81.53,76.8,81.54,80.63,77.0
age15-start-national-youth-104729-30y,34,2045-06-30,92,99,3632345.36,True,91.68,95.66,97.24,94.96,87.66,95.68,96.91,93.2,91.76,76.25,82.27,77.21,81.82,81.05,77.51
age15-start-national-youth-104729-30y,35,2046-06-30,93,94,4178487.71,True,92.14,95.91,97.47,95.38,88.26,96.0,97.16,93.65,92.19,77.08,82.9,77.56,82.06,81.42,77.96
age15-start-national-youth-104729-30y,36,2047-06-30,93,94,4658783.15,True,92.14,95.91,97.47,95.38,88.26,96.0,97.16,93.65,92.19,77.08,82.9,77.56,82.06,81.42,77.96
age15-start-national-youth-104729-30y,37,2048-06-30,93,94,4973866.43,True,92.14,95.91,97.47,95.38,88.26,96.0,97.16,93.65,92.19,77.08,82.9,77.56,82.06,81.42,77.96
age15-start-national-youth-104729-30y,38,2049-06-30,93,94,5262044.83,True,92.14,95.91,97.47,95.38,88.26,96.0,97.16,93.65,92.19,77.08,82.9,77.56,82.06,81.42,77.96
age15-start-national-youth-104729-30y,39,2050-06-30,93,94,5487446.71,True,92.14,95.91,97.47,95.38,88.26,96.0,97.16,93.65,92.19,77.08,82.9,77.56,82.06,81.42,77.96
age15-start-national-youth-104729-30y,40,2051-06-30,93,93,5709587.59,True,92.14,95.91,97.47,95.38,88.26,96.0,97.16,93.65,92.19,77.08,82.9,77.56,82.06,81.42,77.96
age15-start-national-youth-104729-30y,41,2052-06-30,92,92,6013241.57,True,91.47,95.19,96.72,94.98,87.92,96.0,97.16,93.65,92.19,77.08,81.55,76.79,80.73,80.57,76.76
age15-start-national-youth-104729-30y,42,2053-06-30,92,92,6552040.7,True,90.65,94.3,95.8,94.5,87.5,96.0,97.16,93.65,92.19,77.08,79.92,75.86,79.14,79.54,75.32
age15-start-national-youth-104729-30y,43,2054-06-30,91,91,6911102.16,True,89.68,93.25,94.72,93.92,87.0,96.0,97.16,93.65,92.19,77.08,78.03,74.75,77.29,78.32,73.64
age15-start-national-youth-104729-30y,44,2055-06-30,90,90,7228805.8,True,88.55,92.03,93.46,93.24,86.42,96.0,97.16,93.65,92.19,77.08,75.89,73.48,75.19,76.92,71.74
age15-start-national-youth-104729-30y,45,2056-06-30,90,90,7615937.58,True,87.26,90.63,92.02,92.45,85.75,96.0,97.16,93.65,92.19,77.08,73.53,72.03,72.87,75.34,69.62
age15-start-national-youth-130363-30y,15,2026-05-11,63,97,8000,False,56,67,66,49,55,61,65,58,63,50,56,64,72,67,61
age15-start-national-youth-130363-30y,16,2027-06-30,66,99,946.7,False,59.61,71.18,71.05,55.13,58.04,65.94,69.94,62.31,66.42,52.62,58.09,65.04,72.78,68.22,62.3
age15-start-national-youth-130363-30y,17,2028-06-30,70,98,1136.55,False,62.77,74.42,75.25,59.73,60.77,69.84,74.12,65.72,69.14,54.67,60.34,66.17,73.63,69.31,63.71
age15-start-national-youth-130363-30y,18,2029-06-30,73,99,1193.26,False,67.28,78.78,80.65,65.38,64.41,74.7,79.32,70.0,72.44,57.26,62.97,67.48,74.61,70.84,65.35
age15-start-national-youth-130363-30y,19,2030-06-30,77,95,4629.18,False,71.25,82.86,85.4,72.04,67.82,79.69,83.92,74.24,75.79,59.91,65.59,68.8,75.6,72.21,67.0
age15-start-national-youth-130363-30y,20,2031-06-30,80,98,8865.52,False,74.88,85.77,88.34,77.0,70.75,83.73,87.25,78.16,78.82,62.25,67.92,69.96,76.47,73.43,68.45
age15-start-national-youth-130363-30y,21,2032-06-30,82,99,11477.01,False,77.34,87.41,89.93,80.02,72.72,85.74,88.93,80.49,80.7,63.64,69.55,70.78,77.08,74.25,69.47
age15-start-national-youth-130363-30y,22,2033-06-30,84,98,16243.57,False,79.74,88.97,91.39,83.19,74.71,87.68,90.51,82.83,82.59,65.17,70.94,71.47,77.6,75.06,70.34
age15-start-national-youth-130363-30y,23,2034-06-30,85,99,101344.08,True,81.57,89.97,92.41,85.46,76.35,89.1,91.63,84.58,84.02,66.46,72.22,72.11,78.08,75.71,71.14
age15-start-national-youth-130363-30y,24,2035-06-30,86,99,161271.71,True,83.09,90.81,93.22,87.22,77.81,90.24,92.54,86.01,85.2,67.62,73.35,72.68,78.51,76.3,71.84
age15-start-national-youth-130363-30y,25,2036-06-30,87,99,304427.25,True,84.52,91.61,93.9,88.48,79.24,91.05,93.22,87.03,86.08,68.56,74.57,73.28,78.96,76.89,72.6
age15-start-national-youth-130363-30y,26,2037-06-30,88,99,649770.15,True,85.79,92.33,94.51,89.71,80.58,91.81,93.82,88.0,86.94,69.51,75.63,73.81,79.36,77.46,73.27
age15-start-national-youth-130363-30y,27,2038-06-30,88,99,1364104.81,True,86.74,92.88,94.98,90.71,81.72,92.55,94.4,88.97,87.79,70.52,76.46,74.23,79.67,77.93,73.78
