case,season,startAge,endAge,matches,wins,losses,draws,titles,centuries,highestBreak,prize,endCash,endOverall,cardNextSeason,rankingLabel,rank,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age12-start-club-junior-130363-30y,2047/48,33,34,31,16,15,0,0,8,135,234250,5943871.82,90,True,World Ranking,20,234250,320744,-1872,0,-84,0,-8620.48,-180,-25888.38
age12-start-club-junior-130363-30y,2048/49,34,35,32,20,10,2,0,26,138,141400,6327425.52,90,True,World Ranking,34,141400,271723,-1872,0,-122,0,-8026.48,-180,-20768.82
age12-start-club-junior-130363-30y,2049/50,35,36,29,16,10,3,0,12,139,82700,6585319.8,90,True,World Ranking,36,82700,195962,-1872,0,-122,0,-6567.44,-360,-13846.28
age12-start-club-junior-130363-30y,2050/51,36,37,48,31,16,1,1,28,140,265950,7010077.56,90,True,World Ranking,28,265950,165437,-1872,0,-84,0,-7232.72,-180,1739.48
age12-start-club-junior-130363-30y,2051/52,37,38,26,13,9,4,0,20,140,134450,7292484.32,90,True,World Ranking,33,134450,169313,-1872,0,-122,0,-8756.2,-900,-11706.04
age12-start-club-junior-130363-30y,2052/53,38,39,26,15,9,2,0,21,135,87250,7515614.51,90,True,World Ranking,62,87250,153900,-1872,0,-84,0,-5915.36,-360,-10788.45
age12-start-club-junior-130363-30y,2053/54,39,40,31,20,10,1,0,28,141,91450,7723932.49,90,True,World Ranking,44,91450,134000,-1872,0,-122,0,-6483.84,-360,-9294.18
age12-start-club-junior-130363-30y,2054/55,40,41,29,16,11,2,0,17,134,80300,7878863.11,90,True,World Ranking,47,80300,89494,-1755,0,-122,0,-7050.04,-360,-5576.34
age12-start-club-junior-130363-30y,2055/56,41,42,36,23,10,3,0,14,141,101200,8037486.19,89,True,World Ranking,45,101200,71757,-1833,0,-84,0,-7843,-180,-4793.92
age12-start-club-junior-155921-50y,2026/27,12,13,23,3,20,0,0,0,35,15,961.56,50,False,Youth Ranking,107,15,3248,-234,0,-12257,-180,-1892.4,0,4253.96
age12-start-club-junior-155921-50y,2027/28,13,14,23,1,22,0,0,0,33,0,1136.4,53,False,Youth Ranking,94,0,2256,-39,0,-3352,-250,-2185,0,3772.84
age12-start-club-junior-155921-50y,2028/29,14,15,24,1,23,0,0,0,35,0,2415.66,56,False,Youth Ranking,59,0,2544,-1500,0,-958,-200,-2470,0,3789.26
age12-start-club-junior-155921-50y,2029/30,15,16,24,1,23,0,0,0,48,0,4744.71,59,False,Youth Ranking,100,0,2500,-1168,0,0,-255,-2496.6,0,3798.65
age12-start-club-junior-155921-50y,2030/31,16,17,23,1,22,0,0,0,40,0,6576.66,63,False,Youth Ranking,138,0,2650,-1564,0,0,-300,-2565,-360,3920.95
age12-start-club-junior-155921-50y,2031/32,17,18,23,0,23,0,0,0,53,0,6930.65,67,False,Youth Ranking,138,0,2882,-3412,0,0,-330,-2565,0,3828.99
age12-start-club-junior-155921-50y,2032/33,18,19,26,3,23,0,0,0,99,0,8944.4,70,False,Youth Ranking,103,0,8131,-6452,0,-122,-375,-2291.4,0,3173.15
age12-start-club-junior-155921-50y,2033/34,19,20,23,4,19,0,0,1,115,0,12884.32,74,False,Youth Ranking,135,0,7650,-4560,0,0,-375,-2565,0,3589.92
age12-start-club-junior-155921-50y,2034/35,20,21,24,3,21,0,0,0,75,0,19902.08,77,False,Youth Ranking,107,0,7988,-1872,0,0,-375,-2257.2,-180,3513.96
age12-start-club-junior-155921-50y,2035/36,21,22,22,11,11,0,0,4,131,120,22980.75,80,False,Q School Ranking,56,120,8294,-1872,0,-84,-1685,-3527.92,-180,1813.59
age12-start-club-junior-155921-50y,2036/37,22,23,31,22,9,0,0,8,142,9510,37297.33,81,True,Q School Ranking,65,9510,14038,-1872,0,-518,-1785,-3556.08,0,-1550.34
age12-start-club-junior-155921-50y,2037/38,23,24,9,3,5,1,0,1,134,6000,66892.04,83,True,World Ranking,133,6000,26857,-1872,0,0,-200,-2908.4,0,718.11
age12-start-club-junior-155921-50y,2038/39,24,25,25,16,9,0,0,15,138,40600,162684.61,84,False,World Ranking,96,40600,63706,-1794,0,-84,0,-4728.24,0,-3307.19
age12-start-club-junior-155921-50y,2039/40,25,26,29,18,11,0,0,12,141,6000,211703.02,85,False,Q School Ranking,7,6000,57625,-936,0,-122,-1685,-4041,0,-8022.59
age12-start-club-junior-155921-50y,2040/41,26,27,34,25,9,0,1,23,144,4750,244307.58,86,True,Q School Ranking,38,4750,33188,-1014,0,0,-1785,-3943.08,-360,1718.64
age12-start-club-junior-155921-50y,2041/42,27,28,41,26,12,3,0,22,139,67950,329574.06,87,True,World Ranking,83,67950,25563,-1872,0,-122,0,-5480.64,-360,-2411.88
age12-start-club-junior-155921-50y,2042/43,28,29,31,18,9,4,0,20,141,63850,439460.32,87,True,World Ranking,50,63850,58476,-1872,0,-84,0,-7178,0,-3305.74
age12-start-club-junior-155921-50y,2043/44,29,30,41,28,10,3,0,40,144,294850,788795.75,88,True,World Ranking,21,294850,69730,-1872,0,-206,0,-7463,-180,-6923.57
age12-start-club-junior-155921-50y,2044/45,30,31,30,19,10,1,0,29,141,114050,1035431.19,89,True,World Ranking,21,114050,152112,-1872,0,-38,0,-9007,0,-10609.56
age12-start-club-junior-155921-50y,2045/46,31,32,51,38,12,1,3,32,142,805700,2065737.71,89,True,World Ranking,12,805700,187512,-1872,0,-206,0,-8369.68,0,46542.2
age12-start-club-junior-155921-50y,2046/47,32,33,38,20,16,2,0,25,142,199150,2464837.71,90,True,World Ranking,12,199150,230495,-1872,0,-122,0,-8536.88,-180,-20834.12
age12-start-club-junior-155921-50y,2047/48,33,34,31,19,11,1,1,21,144,271550,3054701.93,90,True,World Ranking,24,271550,312950,-1872,0,-84,0,-9968.24,-180,16468.46
age12-start-club-junior-155921-50y,2048/49,34,35,31,18,11,2,0,20,136,137900,3497341.73,91,True,World Ranking,25,137900,340600,-1872,0,-122,0,-9121,-540,-25205.2
age12-start-club-junior-155921-50y,2049/50,35,36,38,24,11,3,0,16,139,129500,3881958.48,90,True,World Ranking,35,129500,285781,-1872,0,-84,0,-8836,0,-21872.25
