case,season,startAge,endAge,matches,wins,losses,draws,titles,centuries,highestBreak,prize,endCash,endOverall,cardNextSeason,rankingLabel,rank,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age21-start-q-tour-104729-30y,2028/29,23,24,40,31,9,0,0,20,136,7310,70849.71,82,True,Q School Ranking,59,7310,23081,-1872,0,-122,-1785,-4311,-720,4075.46
age21-start-q-tour-104729-30y,2029/30,24,25,29,19,10,0,0,15,137,51200,152250.13,83,True,World Ranking,93,51200,29123,-1872,0,-84,0,-5480.64,-360,6874.06
age21-start-q-tour-104729-30y,2030/31,25,26,34,22,12,0,0,23,135,106200,313142.31,85,True,World Ranking,42,106200,59268,-1872,0,-122,0,-6749.84,-360,4128.02
age21-start-q-tour-104729-30y,2031/32,26,27,32,19,13,0,0,21,145,107500,483299.88,86,True,World Ranking,33,107500,68461,-1872,0,-122,0,-7558,-180,2928.57
age21-start-q-tour-104729-30y,2032/33,27,28,33,22,9,2,1,27,144,559100,1128795.72,88,True,World Ranking,11,559100,85996,-1872,0,-84,0,-7843,0,9198.84
age21-start-q-tour-104729-30y,2033/34,28,29,43,27,14,2,1,32,141,337050,1709912.24,88,True,World Ranking,6,337050,248142,-1872,0,-122,0,-8536.88,0,5455.4
age21-start-q-tour-104729-30y,2034/35,29,30,89,55,33,1,1,44,145,750250,2832006.86,89,True,World Ranking,6,750250,360996,-1872,0,-328,0,-8871.28,-180,20699.9
age21-start-q-tour-104729-30y,2035/36,30,31,52,29,20,3,1,37,142,497650,3751207.7,90,True,World Ranking,4,497650,409603,-585,0,-122,0,-8871.28,0,20126.12
age21-start-q-tour-104729-30y,2036/37,31,32,36,23,13,0,2,22,133,592700,4811515.28,90,True,World Ranking,6,592700,408777,-1443,0,-84,0,-9796,0,68753.58
age21-start-q-tour-104729-30y,2037/38,32,33,41,28,13,0,2,25,141,482450,5753486.8,91,True,World Ranking,6,482450,403380,-1872,0,-122,0,-9796,-180,68111.52
age21-start-q-tour-104729-30y,2038/39,33,34,68,41,24,3,1,29,140,509550,6669550.13,91,True,World Ranking,6,509550,400937,-1872,0,-206,0,-9772,-360,17786.33
age21-start-q-tour-104729-30y,2039/40,34,35,45,28,15,2,1,24,138,399450,7480067.25,92,True,World Ranking,6,399450,399776,-1872,0,-122,0,-8871.28,0,20756.4
age21-start-q-tour-104729-30y,2040/41,35,36,44,29,12,3,3,28,139,715400,8706469.52,92,True,World Ranking,6,715400,406808,-1872,0,-206,0,-8871.28,0,114143.55
age21-start-q-tour-104729-30y,2041/42,36,37,39,24,15,0,1,27,136,468250,9613057.58,92,True,World Ranking,7,468250,425584,-1755,0,-122,0,-8871.28,-360,22462.34
age21-start-q-tour-104729-30y,2042/43,37,38,29,14,15,0,0,17,138,289550,10281789.34,92,True,World Ranking,26,289550,414688,-1833,0,-84,0,-8620.48,0,-24968.76
age21-start-q-tour-104729-30y,2043/44,38,39,39,26,9,4,0,28,135,187400,10736356.99,92,True,World Ranking,36,187400,292029,-1872,0,-122,0,-8012.32,-180,-14675.03
age21-start-q-tour-104729-30y,2044/45,39,40,35,26,8,1,1,20,145,257300,11134028.07,92,True,World Ranking,17,257300,130108,-1872,0,-122,0,-8128,0,19985.08
age21-start-q-tour-104729-30y,2045/46,40,41,47,31,15,1,1,38,144,553050,11825545.15,91,True,World Ranking,8,553050,137488,-1872,0,-122,0,-8620.48,-360,10953.56
age21-start-q-tour-104729-30y,2046/47,41,42,43,27,15,1,1,25,144,378350,12457466.07,91,True,World Ranking,7,378350,246688,-1872,0,-206,0,-8871.28,-360,16192.2
age21-start-q-tour-104729-30y,2047/48,42,43,33,18,14,1,1,23,134,374400,13241576.15,90,True,World Ranking,20,374400,397002,-1872,0,-84,0,-8620.48,-180,23064.56
age21-start-q-tour-104729-30y,2048/49,43,44,51,36,14,1,1,35,140,456850,14122740.41,89,True,World Ranking,15,456850,412269,-1872,0,-122,0,-8620.48,-720,21379.74
age21-start-q-tour-104729-30y,2049/50,44,45,41,25,15,1,1,36,142,512550,15031569.65,88,True,World Ranking,6,512550,386412,-1443,0,-206,0,-9986,-180,20682.24
age21-start-q-tour-104729-30y,2050/51,45,46,40,23,15,2,0,26,139,271700,15657923.4,88,True,World Ranking,11,271700,389025,-585,0,-122,0,-9796,0,-25268.25
age21-start-q-tour-104729-30y,2051/52,46,47,28,18,10,0,0,25,138,162500,16171131.67,86,True,World Ranking,33,162500,379719,-1872,0,-122,0,-9026,-180,-19810.73
age21-start-q-tour-104729-30y,2052/53,47,48,28,16,10,2,0,13,132,102400,16471070.91,85,True,World Ranking,42,102400,213195,-1872,0,-84,0,-8128,0,-6971.76
age21-start-q-tour-104729-30y,2053/54,48,49,22,11,9,2,0,9,138,49600,16682819.85,84,True,World Ranking,48,49600,172200,-1872,0,-38,0,-7406,0,-2735.06
age21-start-q-tour-104729-30y,2054/55,49,50,23,10,10,3,0,8,137,46050,16799764.83,82,False,World Ranking,73,46050,74050,-1872,0,-84,0,-6624.44,-360,4785.42
age21-start-q-tour-104729-30y,2055/56,50,51,8,4,4,0,0,1,135,62.5,16857771.57,81,False,Senior Ranking,63,62.5,52428,-1833,0,0,-75,-1140,-180,8444.24
age21-start-q-tour-130363-30y,2026/27,21,22,12,5,7,0,0,2,108,0,26739.01,78,False,Q School Ranking,94,0,26556,-7146,0,-8782,-1335,-2072.8,0,11318.81
age21-start-q-tour-130363-30y,2027/28,22,23,30,19,11,0,0,5,134,750,49017.23,80,False,Q School Ranking,29,750,21704,-936,0,0,-1785,-3806.88,-180,6082.1
age21-start-q-tour-130363-30y,2028/29,23,24,39,30,9,0,0,19,138,8460,77062.46,82,True,Q School Ranking,54,8460,21902,-1014,0,-122,-1785,-3793.68,-540,4487.91
age21-start-q-tour-130363-30y,2029/30,24,25,26,13,11,2,0,12,145,32700,150762.83,84,True,World Ranking,106,32700,41562,-1872,0,-84,0,-5480.64,0,5875.01
age21-start-q-tour-130363-30y,2030/31,25,26,26,14,11,1,0,16,139,47950,261886.27,85,False,World Ranking,70,47950,64499,-1872,0,-122,0,-5788.44,-180,5636.88
age21-start-q-tour-130363-30y,2031/32,26,27,44,37,7,0,2,25,139,25140,347701.25,86,True,Q School Ranking,10,25140,53072,-1872,0,0,-1685,-3305.28,-540,14555.26
age21-start-q-tour-130363-30y,2032/33,27,28,29,20,8,1,0,14,136,39200,418331.67,87,True,World Ranking,101,39200,30392,-1872,0,-122,0,-5480.64,0,7513.06
age21-start-q-tour-130363-30y,2033/34,28,29,26,15,10,1,0,16,143,32500,509704.97,88,False,World Ranking,74,32500,58708,-1872,0,-84,0,-5480.64,0,5601.94
age21-start-q-tour-130363-30y,2034/35,29,30,40,33,7,0,1,15,136,15570,580841.1,89,True,Q School Ranking,5,15570,54850,-1872,0,-122,-1685,-3305.28,-540,7790.41
age21-start-q-tour-130363-30y,2035/36,30,31,29,19,9,1,0,18,144,55450,665315.36,90,True,World Ranking,91,55450,29929,-1872,0,-84,0,-6228,0,6279.26
age21-start-q-tour-130363-30y,2036/37,31,32,37,23,10,4,0,22,141,85100,805946.5,90,True,World Ranking,49,85100,59351,-1872,0,-122,0,-6839.8,-180,3793.94
age21-start-q-tour-130363-30y,2037/38,32,33,32,18,10,4,0,13,144,77150,944834.88,91,True,World Ranking,52,77150,66134,-1872,0,0,0,-6544.64,0,3621.02
age21-start-q-tour-130363-30y,2038/39,33,34,41,30,10,1,0,30,144,194150,1193889.35,92,True,World Ranking,33,194150,59525,-1872,0,-206,0,-7558,-180,3195.47
age21-start-q-tour-130363-30y,2039/40,34,35,28,17,10,1,0,21,136,129700,1410519.91,92,True,World Ranking,24,129700,93462,-1872,0,-38,0,-8599,0,2577.56
age21-start-q-tour-130363-30y,2040/41,35,36,21,10,11,0,0,15,142,77250,1597447.87,92,True,World Ranking,50,77250,120094,-1872,0,-84,0,-8836,0,375.96
age21-start-q-tour-130363-30y,2041/42,36,37,31,19,10,2,0,21,136,158600,1880780.8,92,True,World Ranking,37,158600,134925,-1755,0,-122,0,-7178,-180,-2357.07
age21-start-q-tour-130363-30y,2042/43,37,38,35,20,10,5,0,22,136,82450,2042411.45,92,True,World Ranking,36,82450,82365,-546,0,-84,0,-6651.04,-180,2276.69
age21-start-q-tour-130363-30y,2043/44,38,39,34,21,10,3,0,25,138,125550,2236296.93,92,True,World Ranking,42,125550,72280,-1443,0,-38,0,-7478.2,0,3014.68
age21-start-q-tour-130363-30y,2044/45,39,40,27,15,10,2,0,15,142,64900,2367296.24,92,True,World Ranking,42,64900,68444,-1872,0,-84,0,-6400.24,-180,4191.55
age21-start-q-tour-130363-30y,2045/46,40,41,26,14,11,1,0,15,126,65550,2498533.56,92,True,World Ranking,62,65550,69185,-1872,0,-122,0,-7276.8,0,4773.12
age30-start-rookie-pro-104729-30y,2026/27,30,31,25,13,12,0,0,4,135,26350,69542.98,77,True,World Ranking,96,26350,41764,-8730,0,-8782,0,-6152,0,15092.98
age30-start-rookie-pro-104729-30y,2027/28,31,32,22,10,11,1,0,8,136,24250,152972.42,80,False,World Ranking,82,24250,54212,-1794,0,-84,0,-6193.8,0,12039.24
age30-start-rookie-pro-104729-30y,2028/29,32,33,11,8,3,0,0,8,133,0,200534.33,82,True,Q School Ranking,24,0,37397,-1872,0,0,-1235,-1283.28,0,14355.19
age30-start-rookie-pro-104729-30y,2029/30,33,34,23,11,11,1,0,15,141,23750,261623.36,84,True,World Ranking,110,23750,31851,-1872,0,-38,0,-6228,0,12826.03
age30-start-rookie-pro-104729-30y,2030/31,34,35,34,23,11,0,0,36,142,152050,478582.31,85,True,World Ranking,37,152050,62964,-1872,0,-122,0,-6703,0,8641.95
age30-start-rookie-pro-104729-30y,2031/32,35,36,40,25,14,1,0,16,145,125600,709015.65,86,True,World Ranking,26,125600,108865,-1872,0,-84,0,-8409,-180,5513.34
age30-start-rookie-pro-104729-30y,2032/33,36,37,48,30,13,5,1,39,144,848950,1728623.65,87,True,World Ranking,6,848950,168640,-1872,0,-206,0,-9453.4,-540,12089.4
age30-start-rookie-pro-104729-30y,2033/34,37,38,35,21,14,0,1,28,138,342150,2368652.98,87,True,World Ranking,6,342150,288038,-585,0,-122,0,-8620.48,-360,18128.81
age30-start-rookie-pro-104729-30y,2034/35,38,39,38,22,14,2,1,26,142,539600,3302932.44,88,True,World Ranking,28,539600,375100,-1443,0,-122,0,-8620.48,-180,28944.94
age30-start-rookie-pro-104729-30y,2035/36,39,40,35,21,11,3,0,22,143,139750,3796640.93,89,True,World Ranking,32,139750,379398,-1872,0,-84,0,-8144.28,0,-16739.23
age30-start-rookie-pro-104729-30y,2036/37,40,41,65,44,21,0,2,31,142,176550,4304341.91,88,True,World Ranking,29,176550,289652,-1872,0,-206,0,-7069.04,-180,49826.02
age30-start-rookie-pro-104729-30y,2037/38,41,42,33,21,12,0,0,17,136,142900,4641687.83,87,True,World Ranking,31,142900,204821,-1872,0,-122,0,-7775.68,0,-1605.4
age30-start-rookie-pro-104729-30y,2038/39,42,43,40,28,10,2,1,22,139,275150,5105260.95,87,True,World Ranking,26,275150,178412,-1872,0,-122,0,-8836,-180,20021.12
age30-start-rookie-pro-104729-30y,2039/40,43,44,26,15,11,0,0,18,140,94150,5361476.31,86,True,World Ranking,27,94150,167965,-1872,0,-84,0,-8642.2,-180,2878.56
age30-start-rookie-pro-104729-30y,2040/41,44,45,30,18,12,0,0,19,147,179350,5687571.55,85,True,World Ranking,31,179350,153088,-1872,0,-38,0,-7942.88,0,2710.12
age30-start-rookie-pro-104729-30y,2041/42,45,46,27,15,11,1,0,22,138,171050,5994224.47,84,True,World Ranking,28,171050,139885,-1755,0,-84,0,-8026.48,-180,3763.4
age30-start-rookie-pro-104729-30y,2042/43,46,47,22,11,11,0,0,10,136,66300,6229096.71,83,True,World Ranking,36,66300,173888,-1833,0,-122,0,-6985.44,0,2624.68
age30-start-rookie-pro-104729-30y,2043/44,47,48,26,13,12,1,0,12,135,62450,6425598.63,82,True,World Ranking,62,62450,137420,-1872,0,-84,0,-6956.08,0,4744.0
age30-start-rookie-pro-104729-30y,2044/45,48,49,32,19,10,3,0,9,140,59750,6556958.15,80,True,World Ranking,58,59750,69698,-1872,0,-38,0,-6233.04,-360,9414.56
age30-start-rookie-pro-104729-30y,2045/46,49,50,21,10,11,0,0,3,125,34400,6663831.65,79,False,World Ranking,70,34400,68854,-1872,0,-84,0,-5982.24,-180,10737.74
age30-start-rookie-pro-104729-30y,2046/47,50,51,13,6,7,0,0,0,90,0,6714107.31,77,False,Q School Ranking,93,0,41358,-1872,0,0,-1335,-2138.28,0,14212.94
age30-start-rookie-pro-104729-30y,2047/48,51,52,8,3,5,0,0,1,105,0,6751537.54,76,False,Senior Ranking,65,0,25353,-1872,0,0,-375,-1632,0,16006.23
age30-start-rookie-pro-104729-30y,2048/49,52,53,8,3,5,0,0,1,116,0,6779728.6,74,False,Senior Ranking,65,0,13688,-156,0,-84,-375,-1632,0,16550.06
age30-start-rookie-pro-104729-30y,2049/50,53,54,6,1,5,0,0,0,47,0,6811713.0,72,False,Senior Ranking,66,0,19500,-1872,0,0,-375,-1632,0,16163.4
age30-start-rookie-pro-104729-30y,2050/51,54,55,7,2,5,0,0,0,66,0,6844822.83,70,False,Senior Ranking,69,0,21017,-1872,0,-38,-375,-1632,0,16059.83
age30-start-rookie-pro-104729-30y,2051/52,55,56,7,2,5,0,0,0,48,0,6877681.13,68,False,Q School Ranking,179,0,21634,-1872,0,0,-1235,-1632,0,15913.3
age30-start-rookie-pro-104729-30y,2052/53,56,57,6,1,5,0,0,0,57,0,6910556.97,67,False,Senior Ranking,67,0,20434,-1872,0,0,-375,-1632,-180,16450.84
age30-start-rookie-pro-104729-30y,2053/54,57,58,7,2,5,0,0,0,78,0,6938918.25,64,False,Senior Ranking,72,0,15520,-1872,0,0,-375,-1436.16,0,16474.44
age30-start-rookie-pro-104729-30y,2054/55,58,59,6,0,6,0,0,0,26,0,6972135.57,63,False,Senior Ranking,69,0,21016,-1872,0,0,-375,-1568.28,0,16066.6
age30-start-rookie-pro-104729-30y,2055/56,59,60,4,0,4,0,0,0,40,0,7010102.77,60,False,Senior Ranking,65,0,24656,-1833,0,0,-75,-1140,0,16309.2
age30-start-rookie-pro-130363-30y,2026/27,30,31,24,12,11,1,0,2,107,30250,69359.43,77,True,World Ranking,91,30250,37404,-8862,0,-8782,0,-6152,0,15501.43
age30-start-rookie-pro-130363-30y,2027/28,31,32,28,17,10,1,0,8,139,44500,171867.85,80,False,World Ranking,70,44500,53667,-1794,0,-84,0,-6516.8,0,11736.22
age30-start-rookie-pro-130363-30y,2028/29,32,33,17,12,5,0,0,8,144,350,231022.1,82,False,Q School Ranking,6,350,49430,-1443,0,-38,-1235,-1470.36,0,13110.61
age30-start-rookie-pro-130363-30y,2029/30,33,34,18,14,4,0,0,5,117,750,270322.67,84,True,Q School Ranking,37,750,27223,-585,0,0,-1335,-1499.88,-360,14907.45
age30-start-rookie-pro-130363-30y,2030/31,34,35,25,15,10,0,0,11,142,37650,356362.92,85,True,World Ranking,101,37650,44192,-1872,0,-84,0,-5480.64,-540,11774.89
age30-start-rookie-pro-130363-30y,2031/32,35,36,36,24,10,2,0,30,138,120500,539648.64,86,True,World Ranking,42,120500,60561,-1872,0,-122,0,-6666.24,-540,10424.96
age30-start-rookie-pro-130363-30y,2032/33,36,37,61,37,23,1,1,25,145,227000,882460.99,87,True,World Ranking,21,227000,113353,-1872,0,-206,0,-8056.08,0,11593.43
age30-start-rookie-pro-130363-30y,2033/34,37,38,38,25,10,3,0,21,139,171200,1195251.58,88,True,World Ranking,18,171200,147002,-1872,0,-122,0,-7775.68,0,2358.27
age30-start-rookie-pro-130363-30y,2034/35,38,39,33,22,9,2,0,28,142,201000,1567091.26,89,True,World Ranking,23,201000,178596,-1872,0,-84,0,-7775.68,0,575.36
age30-start-rookie-pro-130363-30y,2035/36,39,40,40,27,11,2,2,35,137,676850,2462581.18,89,True,World Ranking,6,676850,187716,-1872,0,-122,0,-8110.08,-360,40588.0
age30-start-rookie-pro-130363-30y,2036/37,40,41,40,23,13,4,1,32,142,625350,3307821.34,88,True,World Ranking,7,625350,213100,-1872,0,-206,0,-8620.48,-180,15668.64
age30-start-rookie-pro-130363-30y,2037/38,41,42,62,44,16,2,3,45,137,916250,4676118.73,87,True,World Ranking,18,916250,360464,-1872,0,-244,0,-9122.08,-1260,103081.47
age30-start-rookie-pro-130363-30y,2038/39,42,43,31,18,12,1,0,17,144,163050,5215888.05,86,True,World Ranking,18,163050,401388,-1872,0,0,0,-8026.48,-180,-16590.2
age30-start-rookie-pro-130363-30y,2039/40,43,44,33,22,9,2,1,16,139,145000,5712186.47,86,True,World Ranking,36,145000,324848,-1872,0,-122,0,-7855.48,-360,35259.9
age30-start-rookie-pro-130363-30y,2040/41,44,45,29,19,10,0,0,15,138,92600,5968987.48,85,True,World Ranking,34,92600,171184,-1872,0,-84,0,-7843,0,1816.01
age30-start-rookie-pro-130363-30y,2041/42,45,46,30,18,11,1,0,22,142,110700,6222025.67,83,True,World Ranking,39,110700,147348,-1755,0,-122,0,-8128,-540,3535.19
age30-start-rookie-pro-130363-30y,2042/43,46,47,22,11,9,2,0,10,136,54200,6380865.72,82,True,World Ranking,48,54200,105316,-1833,0,-84,0,-7463,0,8304.05
age30-start-rookie-pro-130363-30y,2043/44,47,48,21,10,9,2,0,7,142,36100,6490667.52,81,False,World Ranking,77,36100,70828,-1014,0,-38,0,-7083,-360,10568.8
age30-start-rookie-pro-130363-30y,2044/45,48,49,9,6,3,0,1,4,139,1000,6545395.13,80,False,Senior Ranking,57,1000,34509,-1014,0,0,-75,-1140,0,21247.61
age30-start-rookie-pro-130363-30y,2045/46,49,50,5,1,4,0,0,1,101,0,6580271.73,78,False,Senior Ranking,65,0,20948,-1872,0,0,-75,-1003.2,0,16578.8
age30-start-rookie-pro-130363-30y,2046/47,50,51,5,1,4,0,0,0,83,0,6615759.45,76,False,Senior Ranking,65,0,22100,-1872,0,-84,-175,-919.6,0,16488.32
age30-start-rookie-pro-130363-30y,2047/48,51,52,5,1,4,0,0,0,47,0,6641620.66,74,False,Senior Ranking,71,0,22206,-1872,0,0,-175,-1219.68,0,6971.89
age30-start-rookie-pro-130363-30y,2048/49,52,53,4,0,4,0,0,0,80,0,6666975.34,72,False,Senior Ranking,70,0,23991,-1872,0,0,-175,-1632,0,5092.68
age30-start-rookie-pro-130363-30y,2049/50,53,54,4,0,4,0,0,1,120,0,6702891.84,70,False,Senior Ranking,65,0,24425,-1872,0,0,-75,-1386,0,14874.5
age30-start-rookie-pro-130363-30y,2050/51,54,55,4,0,4,0,0,0,63,0,6741631.8,69,False,Senior Ranking,65,0,25637,-1872,0,0,-75,-1140,0,16239.96
age30-start-rookie-pro-130363-30y,2051/52,55,56,4,0,4,0,0,0,21,0,6779943.11,67,False,Senior Ranking,78,0,25035,-1872,0,0,-75,-1003.2,0,16276.51
age30-start-rookie-pro-130363-30y,2052/53,56,57,5,1,4,0,0,0,65,0,6806838.55,65,False,Senior Ranking,65,0,23482,-1872,0,0,-175,-1386,0,6896.44
age30-start-rookie-pro-130363-30y,2053/54,57,58,5,1,4,0,0,0,55,0,6831170.71,63,False,Senior Ranking,65,0,22888,-1872,0,0,-175,-1436.16,-180,5157.32
age30-start-rookie-pro-130363-30y,2054/55,58,59,4,0,4,0,0,0,29,0,6857194.71,61,False,Senior Ranking,69,0,24724,-1872,0,0,-175,-1632,0,5029.0
age30-start-rookie-pro-130363-30y,2055/56,59,60,4,0,4,0,0,0,26,0,6893499.91,58,False,Senior Ranking,65,0,25088,-1833,0,0,-75,-1386,-180,14741.2
age40-start-top-64-104729-30y,2026/27,40,41,25,13,12,0,0,2,117,48912.5,86844.22,74,True,World Ranking,54,48912.5,42470,-10314,0,-8782,0,-7302,-540,12399.72
age40-start-top-64-104729-30y,2027/28,41,42,22,11,11,0,0,2,137,45300,192693.19,74,True,World Ranking,63,45300,57041,-1794,0,-84,0,-7026,0,11411.97
age40-start-top-64-104729-30y,2028/29,42,43,24,13,10,1,0,0,99,58800,320577.68,75,True,World Ranking,58,58800,65560,-1872,0,-38,0,-5982.24,-180,10596.73
age40-start-top-64-104729-30y,2029/30,43,44,17,6,11,0,0,1,104,25600,415303.3,74,False,World Ranking,66,25600,66583,-1872,0,-84,0,-6513,0,10211.62
age40-start-top-64-104729-30y,2030/31,44,45,10,5,5,0,0,3,129,0,483865.71,74,False,Senior Ranking,65,0,58757,-1872,0,0,-375,-1436.16,0,13438.57
age40-start-top-64-104729-30y,2031/32,45,46,8,3,5,0,0,0,96,0,521767.02,74,False,Senior Ranking,65,0,24150,-156,0,0,-375,-1436.16,0,15768.47
age40-start-top-64-104729-30y,2032/33,46,47,7,2,5,0,0,0,53,0,558051.86,73,False,Senior Ranking,65,0,24328,-1872,0,0,-375,-1568.28,-180,15752.12
age40-start-top-64-104729-30y,2033/34,47,48,7,2,5,0,0,0,57,0,585611.34,73,False,Senior Ranking,65,0,14862,-1872,0,0,-375,-1632,0,16526.48
age40-start-top-64-104729-30y,2034/35,48,49,7,2,5,0,0,1,104,0,615736.61,72,False,Q School Ranking,155,0,18932,-1872,0,0,-1235,-1499.88,-540,16140.15
age40-start-top-64-104729-30y,2035/36,49,50,8,3,5,0,0,0,60,0,649309.06,71,False,Senior Ranking,65,0,20976,-1872,0,-38,-375,-1436.16,0,16367.61
age40-start-top-64-104729-30y,2036/37,50,51,6,1,5,0,0,0,95,0,677125.03,70,False,Senior Ranking,65,0,15063,-1872,0,-84,-375,-1632,0,16515.97
age40-start-top-64-104729-30y,2037/38,51,52,7,2,5,0,0,0,76,0,706417.55,70,False,Senior Ranking,65,0,16903,-1872,0,0,-375,-1499.88,-180,16366.4
age40-start-top-64-104729-30y,2038/39,52,53,7,2,5,0,0,0,90,0,741763.67,68,False,Senior Ranking,65,0,23330,-1872,0,0,-375,-1568.28,0,15881.4
age40-start-top-64-104729-30y,2039/40,53,54,8,2,6,0,0,0,59,0,776696.83,67,False,Q School Ranking,157,0,24003,-1872,0,0,-1235,-1632,0,15719.16
age40-start-top-64-104729-30y,2040/41,54,55,8,1,7,0,0,0,46,0,810615.41,66,False,Q School Ranking,214,0,23705,-1872,0,0,-1335,-2202,-180,15852.58
age40-start-top-64-104729-30y,2041/42,55,56,7,2,5,0,0,0,55,0,846883.96,64,False,Senior Ranking,65,0,23892,-1755,0,0,-375,-1632,0,16188.55
age40-start-top-64-104729-30y,2042/43,56,57,7,2,5,0,0,0,41,0,879712.69,62,False,Senior Ranking,65,0,20596,-1833,0,0,-375,-1597.8,0,16088.53
age40-start-top-64-104729-30y,2043/44,57,58,6,0,6,0,0,0,28,0,911614.63,60,False,Senior Ranking,67,0,19500,-1872,0,0,-375,-1470.36,0,16169.3
age40-start-top-64-104729-30y,2044/45,58,59,6,1,5,0,0,0,38,0,943112.73,59,False,Senior Ranking,66,0,19234,-1872,0,0,-375,-1632,0,16193.1
age40-start-top-64-104729-30y,2045/46,59,60,8,1,7,0,0,0,44,0,965479.69,56,False,Q School Ranking,214,0,10050,-1014,0,-84,-1335,-2202,0,16901.96
age40-start-top-64-104729-30y,2046/47,60,61,9,2,7,0,0,0,32,0,985894.05,54,False,Q School Ranking,168,0,8242,-1014,0,0,-1335,-2202,-180,16953.36
age40-start-top-64-104729-30y,2047/48,61,62,6,0,6,0,0,0,32,0,1009174.13,52,False,Senior Ranking,69,0,9823,-1872,0,0,-375,-1499.88,0,17253.96
age40-start-top-64-104729-30y,2048/49,62,63,6,0,6,0,0,0,28,0,1036166.74,50,False,Senior Ranking,69,0,14282,-1872,0,0,-375,-1568.28,0,16575.89
age40-start-top-64-104729-30y,2049/50,63,64,6,0,6,0,0,0,29,0,1063307.29,47,False,Senior Ranking,70,0,14078,-1872,0,-38,-375,-1436.16,0,16583.71
age40-start-top-64-104729-30y,2050/51,64,65,7,2,5,0,0,0,22,0,1090003.43,45,False,Senior Ranking,72,0,13832,-1872,0,0,-375,-1632,0,16593.14
age40-start-top-64-104729-30y,2051/52,65,66,6,0,6,0,0,0,24,0,1121881.59,43,False,Q School Ranking,207,0,20589,-1872,0,0,-1235,-1632,0,16078.16
age40-start-top-64-104729-30y,2052/53,66,67,6,0,6,0,0,0,15,0,1156239.01,41,False,Senior Ranking,71,0,21954,-1872,0,0,-375,-1632,0,16332.42
age40-start-top-64-104729-30y,2053/54,67,68,6,0,6,0,0,0,19,0,1184315.65,38,False,Senior Ranking,73,0,15314,-1872,0,0,-375,-1436.16,0,16495.8
age40-start-top-64-104729-30y,2054/55,68,69,6,0,6,0,0,0,15,0,1209663.96,38,False,Senior Ranking,72,0,12506,-1872,0,0,-375,-1568.28,0,16707.59
age40-start-top-64-104729-30y,2055/56,69,70,6,0,6,0,0,0,21,0,1236524.77,38,False,Senior Ranking,75,0,14258,-1833,0,-84,-375,-1632,0,16576.81
age40-start-top-64-130363-30y,2026/27,40,41,21,10,11,0,0,1,115,36500,71022.56,74,True,World Ranking,60,36500,37454,-8950,0,-8782,0,-7587,-540,12927.56
age40-start-top-64-130363-30y,2027/28,41,42,27,16,11,0,0,3,132,53650,183513.15,74,False,World Ranking,68,53650,56643,-1794,0,-84,0,-6923.4,0,10998.99
age40-start-top-64-130363-30y,2028/29,42,43,11,8,3,0,0,2,104,0,243771.01,74,True,Q School Ranking,38,0,50545,-1443,0,-38,-1235,-1185.36,0,13414.22
age40-start-top-64-130363-30y,2029/30,43,44,20,8,11,1,0,0,99,22350,323145.97,74,True,World Ranking,119,22350,51566,-585,0,0,0,-6211.76,-180,11435.72
age40-start-top-64-130363-30y,2030/31,44,45,17,4,13,0,0,0,85,12000,406274.41,74,False,World Ranking,109,12000,66960,-1872,0,-84,0,-5531.08,-180,11835.52
age40-start-top-64-130363-30y,2031/32,45,46,9,4,5,0,0,0,68,0,465401.03,74,False,Senior Ranking,65,0,48831,-1872,0,0,-375,-1436.16,-180,13858.78
age40-start-top-64-130363-30y,2032/33,46,47,7,2,5,0,0,0,58,0,501220.37,73,False,Senior Ranking,65,0,23782,-1872,0,0,-375,-1436.16,-180,15850.5
age40-start-top-64-130363-30y,2033/34,47,48,6,1,5,0,0,0,81,0,536240.52,72,False,Senior Ranking,65,0,22953,-1872,0,0,-375,-1568.28,-180,15912.43
age40-start-top-64-130363-30y,2034/35,48,49,8,1,7,0,0,0,41,0,562529.08,71,False,Q School Ranking,168,0,14824,-1872,0,0,-1335,-2069.88,0,16541.44
age40-start-top-64-130363-30y,2035/36,49,50,7,2,5,0,0,0,67,0,584712.14,70,False,Senior Ranking,65,0,8758,-1872,0,-122,-375,-1499.88,0,17343.94
age40-start-top-64-130363-30y,2036/37,50,51,6,1,5,0,0,0,75,0,608403.99,69,False,Senior Ranking,65,0,10560,-1872,0,0,-375,-1436.16,0,16865.01
age40-start-top-64-130363-30y,2037/38,51,52,7,2,5,0,0,0,60,0,638928.89,67,False,Senior Ranking,65,0,18058,-1872,0,0,-375,-1632,0,16295.9
age40-start-top-64-130363-30y,2038/39,52,53,6,1,5,0,0,0,37,0,674043.8,66,False,Senior Ranking,65,0,22941,-1872,0,0,-375,-1436.16,0,15907.07
age40-start-top-64-130363-30y,2039/40,53,54,9,2,7,0,0,0,45,0,705066.8,64,False,Q School Ranking,198,0,20319,-1872,0,0,-1335,-2133.6,0,16094.6
age40-start-top-64-130363-30y,2040/41,54,55,8,1,7,0,0,0,57,0,738961.2,63,False,Q School Ranking,194,0,23413,-1872,0,0,-1335,-1937.76,-180,15856.16
